1,1,1.40349e-07,0.000390762
0.710462,0.810979,9.97125e-08,0.0003169
0.713154,0.812654,1.0009e-07,0.000317554
0.728351,0.821626,1.02223e-07,0.00032106
0.707608,0.809218,9.93119e-08,0.000316211
0.708835,0.809988,9.94842e-08,0.000316513
0.70669,0.808641,9.9183e-08,0.000315986
0.706132,0.808291,9.91048e-08,0.000315849
0.70613,0.808293,9.91045e-08,0.00031585
0.706132,0.808294,9.91047e-08,0.00031585
0.706132,0.808291,9.91048e-08,0.000315849
0.706496,0.808535,9.91559e-08,0.000315945
0.657017,0.771784,9.22115e-08,0.000301584
0.810305,0.882038,1.13725e-07,0.000344667
1.03727,1.02904,1.4558e-07,0.000402111
0.708534,0.806533,9.94419e-08,0.000315162
0.443451,0.630342,6.22379e-08,0.000246313
0.393204,0.577058,5.51856e-08,0.000225492
0.334623,0.528803,4.6964e-08,0.000206636
0.324528,0.521624,4.55471e-08,0.000203831
0.331163,0.528987,4.64783e-08,0.000206708
0.359148,0.552363,5.04059e-08,0.000215842
0.431763,0.60157,6.05974e-08,0.000235071
0.353003,0.551703,4.95435e-08,0.000215585
0.410794,0.601461,5.76544e-08,0.000235028
0.519369,0.704433,7.28928e-08,0.000275266
0.48023,0.676552,6.73997e-08,0.000264371
0.403028,0.617796,5.65645e-08,0.000241411
0.361025,0.571135,5.06695e-08,0.000223178
0.335452,0.508625,4.70802e-08,0.000198751
0.333178,0.506626,4.67612e-08,0.00019797
0.320533,0.518415,4.49865e-08,0.000202577
0.327756,0.524787,4.60002e-08,0.000205067
0.334423,0.527976,4.69358e-08,0.000206313
0.282433,0.512027,3.96391e-08,0.000200081
0.274033,0.504938,3.84602e-08,0.000197311
0.291682,0.519077,4.09372e-08,0.000202835
0.30399,0.526077,4.26646e-08,0.000205571
0.274128,0.505038,3.84735e-08,0.00019735
0.274403,0.505308,3.85122e-08,0.000197455
0.432957,0.666118,6.07649e-08,0.000260294
0.276852,0.507999,3.88558e-08,0.000198506
0.278877,0.510237,3.914e-08,0.000199381
0.288892,0.521021,4.05456e-08,0.000203595
0.27667,0.507788,3.88304e-08,0.000198424
0.275479,0.506503,3.86631e-08,0.000197922
0.274619,0.505573,3.85424e-08,0.000197559
0.273627,0.504473,3.84033e-08,0.000197129
0.273622,0.504468,3.84025e-08,0.000197127
0.273627,0.504472,3.84032e-08,0.000197128
0.273625,0.504472,3.8403e-08,0.000197128
0.293981,0.528495,4.12599e-08,0.000206516
0.336689,0.57654,4.72539e-08,0.00022529
0.430142,0.67263,6.03699e-08,0.000262838
0.29509,0.52481,4.14156e-08,0.000205076
0.361924,0.588697,5.07956e-08,0.00023004
0.306826,0.537468,4.30627e-08,0.000210022
0.32913,0.57037,4.6193e-08,0.000222879
0.278823,0.508399,3.91324e-08,0.000198663
0.2804,0.512709,3.93538e-08,0.000200347
0.305711,0.535974,4.29062e-08,0.000209438
0.336209,0.560127,4.71865e-08,0.000218876
0.29969,0.535214,4.20611e-08,0.000209141
0.350423,0.583871,4.91814e-08,0.000228155
0.398775,0.653312,5.59675e-08,0.00025529
0.372055,0.63027,5.22175e-08,0.000246286
0.31909,0.581838,4.47839e-08,0.00022736
0.293697,0.543844,4.12201e-08,0.000212514
0.278918,0.50801,3.91458e-08,0.000198511
0.284977,0.511566,3.99962e-08,0.0001999
0.29393,0.515098,4.12527e-08,0.000201281
0.282023,0.511566,3.95815e-08,0.0001999
0.291245,0.518596,4.08759e-08,0.000202647
0.303566,0.525623,4.26051e-08,0.000205393
0.273735,0.504589,3.84184e-08,0.000197174
0.274017,0.504865,3.8458e-08,0.000197282
0.432943,0.666112,6.07631e-08,0.000260291
0.276494,0.507583,3.88055e-08,0.000198344
0.278489,0.509792,3.90855e-08,0.000199207
0.288513,0.5206,4.04925e-08,0.000203431
0.276267,0.50733,3.87737e-08,0.000198245
0.275074,0.506041,3.86062e-08,0.000197742
0.274212,0.505109,3.84854e-08,0.000197377
